	TCGA-E9-A1RD-11A-33R-A156-13	TCGA-BH-A0HK-11A-11R-A090-13	TCGA-BH-A18U-11A-23R-A12C-13	TCGA-BH-A18P-11A-43R-A12C-13	TCGA-BH-A0DV-11A-22R-A12O-13	TCGA-BH-A18L-11A-42R-A12C-13	TCGA-E9-A1N6-11A-32R-A143-13	TCGA-BH-A0BS-11A-11R-A12O-13	TCGA-BH-A18Q-11A-34R-A12C-13	TCGA-E9-A1R7-11A-42R-A14L-13	TCGA-BH-A1FH-11B-42R-A13P-13	TCGA-E2-A1IG-11A-22R-A143-13	TCGA-BH-A18M-11A-33R-A12C-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-BH-A1FJ-11B-42R-A13P-13	TCGA-BH-A0B7-11A-34R-A114-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0B5-11A-23R-A12O-13	TCGA-BH-A1FM-11B-23R-A13P-13	TCGA-E9-A1NF-11A-73R-A14C-13	TCGA-A7-A0DB-11A-33R-A090-13	TCGA-BH-A0BQ-11A-33R-A114-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A1FN-11A-34R-A13P-13	TCGA-E2-A15K-11A-13R-A12O-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-E2-A1L7-11A-33R-A143-13	TCGA-BH-A18R-11A-42R-A12C-13	TCGA-BH-A0BZ-11A-61R-A12O-13	TCGA-BH-A1FC-11A-32R-A13P-13	TCGA-E2-A158-11A-22R-A12C-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0DG-11A-43R-A12O-13	TCGA-BH-A1FE-11B-14R-A13P-13	TCGA-E9-A1RH-11A-34R-A168-13	TCGA-BH-A0C3-11A-23R-A12O-13	TCGA-AC-A2FM-11B-32R-A19V-13	TCGA-GI-A2C9-11A-22R-A21U-13	TCGA-BH-A204-11A-53R-A156-13	TCGA-BH-A203-11A-42R-A168-13	TCGA-GI-A2C8-11A-22R-A16E-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A1FB-11A-33R-A13P-13	TCGA-BH-A1EO-11A-31R-A136-13	TCGA-E9-A1RI-11A-41R-A168-13	TCGA-BH-A0DT-11A-12R-A12C-13	TCGA-A7-A13G-11A-51R-A13P-13	TCGA-BH-A209-11A-42R-A156-13	TCGA-BH-A1EV-11A-24R-A136-13	TCGA-E9-A1NA-11A-33R-A143-13	TCGA-A7-A13E-11A-61R-A12O-13	TCGA-E9-A1RC-11A-33R-A156-13	TCGA-A7-A13F-11A-42R-A12O-13	TCGA-BH-A1F2-11A-32R-A13P-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A1F0-11B-23R-A136-13	TCGA-BH-A0BT-11A-21R-A12O-13	TCGA-E9-A1N5-11A-41R-A14C-13	TCGA-E9-A1N4-11A-33R-A14L-13	TCGA-AC-A23H-11A-12R-A156-13	TCGA-BH-A1EU-11A-23R-A136-13	TCGA-BH-A18J-11A-31R-A12C-13	TCGA-BH-A208-11A-51R-A156-13	TCGA-BH-A1F6-11B-94R-A13P-13	TCGA-E2-A1LS-11A-32R-A156-13	TCGA-E9-A1NG-11A-52R-A14L-13	TCGA-BH-A0HA-11A-31R-A12O-13	TCGA-E2-A1BC-11A-32R-A12O-13	TCGA-E2-A1LB-11A-22R-A143-13	TCGA-E2-A153-11A-31R-A12C-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-E9-A1RB-11A-33R-A156-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A1EN-11A-23R-A13P-13	TCGA-E2-A1LH-11A-22R-A14C-13	TCGA-BH-A1FR-11B-42R-A13P-13	TCGA-BH-A0DD-11A-23R-A12O-13	TCGA-BH-A1F8-11B-21R-A13P-13	TCGA-BH-A0BW-11A-12R-A114-13	TCGA-A7-A0DC-11A-41R-A090-13	TCGA-BH-A1EW-11B-33R-A136-13	TCGA-BH-A18N-11A-43R-A12C-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-E9-A1RF-11A-32R-A156-13	TCGA-BH-A18K-11A-13R-A12C-13	TCGA-BH-A1FU-11A-23R-A14C-13	TCGA-BH-A1FG-11B-12R-A13P-13	TCGA-BH-A0AU-11A-11R-A12O-13	TCGA-BH-A0DO-11A-22R-A12C-13	TCGA-BH-A0AZ-11A-22R-A12O-13	TCGA-BH-A1ET-11B-23R-A136-13	TCGA-E9-A1ND-11A-43R-A143-13	TCGA-AC-A2FB-11A-13R-A17A-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0DL-11A-13R-A114-13	TCGA-E9-A1N9-11A-71R-A14C-13	TCGA-E2-A15M-11A-22R-A12C-13	TCGA-E2-A15I-11A-32R-A136-13	TCGA-BH-A18S-11A-43R-A12C-13	TCGA-A7-A0D9-11A-53R-A090-13	TCGA-BH-A0H5-11A-62R-A114-13
hsa-miR-3136-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.178771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3140-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3145-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.361013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.555443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19746	NA	NA	NA	NA	NA	0.352226	NA	NA	NA
hsa-miR-3150a-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.037678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.347118	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.138418	NA	NA	NA	NA	NA	NA	0.760741	NA	NA	0.100551	NA	NA	NA	NA	0.555443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3152-5p	NA	0.480411	NA	NA	NA	0.36482	NA	0.694542	0.2589	0.506439	0.526257	NA	NA	NA	NA	1.276807	NA	NA	NA	NA	NA	0.537339	NA	NA	NA	1.468612	NA	0.544137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.157031	NA	NA	NA	NA	0.25417	0.316131	NA	0.310305	NA	NA	NA	NA	0.312499	NA	NA	0.3958	NA	0.247061	NA	NA	NA	NA	NA	NA	0.085945	NA	NA	0.188343	0.22897	0.472148	NA	0.429038	NA	0.301652	NA	0.703592	NA	NA	NA	NA	NA	1.307239	NA	NA	NA	NA	0.693406	0.323202	NA	NA	0.924298	NA	NA	NA	0.20234	NA	0.247054	NA	NA	0.352226	NA	0.50889	0.282412
hsa-miR-3074-5p	0.344699	3.843285	22.660539	12.420268	3.497524	13.498335	7.693008	6.598148	3.883504	17.218935	5.26257	7.437843	11.847655	4.973039	3.586926	12.12967	4.68396	1.800064	12.470685	11.978219	12.436341	15.04548	11.061449	9.503921	5.582904	5.874448	5.648158	9.250331	12.274439	6.716086	4.744637	2.095397	9.149846	7.263746	7.585654	5.282124	15.278672	2.313202	15.168708	2.983592	14.680761	8.869892	4.809003	7.560051	10.166804	6.954888	9.970324	8.688531	22.720668	8.181255	8.207679	9.059606	8.124985	11.454915	11.48016	6.332804	5.169748	6.423577	4.983493	19.192321	8.521774	9.354869	8.053492	12.522598	10.48532	3.87637	1.58539	12.995685	7.32704	14.636595	12.171864	7.722677	6.45153	25.238216	3.318221	13.36825	8.580149	6.92623	12.219737	10.809241	14.655326	6.536195	8.179176	5.625392	3.882495	16.804439	8.32087	4.524831	3.494532	10.163568	8.780832	10.846662	6.453412	7.503469	4.249144	5.938641	7.164556	7.445133	9.829689	16.20238	12.760389	16.793371	11.296477
hsa-miR-3156-3p	NA	NA	NA	0.496811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.337046	NA	NA	NA	NA	NA	NA	NA	NA	1.088274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.157031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.270533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.252043	NA	NA	NA	NA
hsa-miR-3157-3p	NA	NA	NA	0.993622	NA	0.36482	0.284925	NA	0.2589	0.506439	NA	NA	0.31178	NA	NA	NA	0.39033	NA	1.011137	NA	0.23916	NA	NA	NA	NA	0.734306	0.70602	NA	0.361013	NA	1.186159	0.349233	0.381244	0.691785	NA	0.293451	0.62362	NA	NA	0.157031	0.667307	0.466836	0.267167	NA	0.25417	0.948394	1.208524	NA	0.473347	0.74375	NA	1.181688	0.937498	0.694237	0.459206	NA	0.738536	0.247061	NA	NA	0.676331	0.353014	NA	NA	0.945398	NA	NA	0.56503	0.45794	1.416444	NA	0.858075	0.307216	2.614317	NA	NA	NA	NA	0.555443	NA	NA	NA	NA	NA	NA	1.608935	NA	NA	0.873633	NA	0.462149	NA	0.430227	NA	0.20234	NA	NA	NA	NA	NA	NA	NA	0.282412
hsa-miR-3158-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25322	NA	0.354183	NA	0.355217	NA	NA	0.39033	NA	NA	NA	NA	0.537339	NA	NA	NA	NA	0.70602	NA	0.361013	NA	0.395386	0.349233	NA	0.345893	NA	0.586902	0.62362	0.385534	NA	0.314062	NA	0.466836	0.534334	0.378003	0.25417	0.316131	NA	NA	NA	NA	NA	NA	0.312499	0.173559	0.459206	NA	NA	0.247061	0.293147	1.096704	0.541065	NA	0.57525	NA	0.171891	1.107534	NA	NA	0.45794	0.944296	0.760741	NA	NA	0.301653	NA	NA	1.287022	0.532787	0.555443	1.351156	NA	NA	0.292113	NA	0.431388	NA	NA	NA	NA	0.597857	0.462149	NA	NA	NA	0.10117	NA	NA	NA	0.504086	0.352226	NA	NA	1.976884
hsa-miR-3160-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3162-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3173-5p	NA	NA	1.373366	NA	NA	0.72964	0.284926	1.041813	1.294501	1.012879	NA	0.354183	0.935341	NA	0.256209	0.638404	1.95165	NA	0.674092	0.798548	0.478321	0.537339	NA	NA	0.465242	NA	NA	NA	1.083039	NA	0.395386	0.349233	0.381244	0.345893	0.541832	NA	0.31181	NA	0.842706	0.157031	0.222436	0.466836	0.267167	0.378003	1.27085	0.316131	NA	0.310305	0.946694	0.74375	0.746153	NA	0.624998	0.694238	1.377618	0.7916	NA	0.494122	0.586294	1.096704	0.541064	0.529521	0.575249	1.138418	0.687562	0.553767	0.792695	1.318403	NA	0.472148	0.760741	NA	0.307216	1.206608	NA	0.703592	NA	NA	0.555443	2.026733	0.444101	0.65362	NA	1.054761	0.862776	1.251395	NA	0.646404	0.582422	NA	0.924298	NA	0.430227	2.369517	0.40468	0.395909	NA	NA	NA	0.352226	0.472607	NA	0.564824
hsa-miR-3177-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.430227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3187-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.381244	NA	NA	NA	NA	NA	NA	NA	NA	0.466836	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.393896	NA	NA	NA	NA	NA	NA	NA	NA	0.135266	NA	NA	NA	NA	NA	0.198174	0.188343	NA	NA	0.760741	NA	NA	0.201101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.431388	NA	NA	NA	NA	NA	NA	0.309905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3189-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3194-3p	NA	NA	0.686683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.395386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.198174	NA	NA	NA	NA	NA	0.307216	0.201101	NA	NA	NA	NA	NA	NA	0.444101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.252043	NA	NA	NA	NA
hsa-miR-3619-3p	NA	NA	NA	0.993621	NA	NA	0.094975	NA	NA	NA	NA	NA	0.31178	NA	NA	NA	NA	NA	NA	NA	0.47832	NA	NA	NA	0.465242	NA	NA	NA	0.361013	NA	NA	NA	NA	0.345893	NA	NA	NA	0.771067	0.842706	NA	NA	NA	NA	NA	0.25417	NA	0.302131	NA	NA	NA	0.248718	NA	NA	0.347119	0.459206	NA	NA	NA	NA	0.548352	NA	NA	NA	NA	0.085945	NA	NA	NA	0.22897	NA	NA	NA	0.307216	0.402203	NA	NA	NA	NA	0.555443	0.675578	NA	NA	NA	NA	NA	NA	0.693406	NA	NA	NA	NA	0.309905	NA	0.19746	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3664-3p	NA	NA	NA	NA	NA	NA	0.094975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.361013	NA	0.395386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68691	NA	NA	NA	0.307216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.309905	NA	NA	NA	NA	NA	0.531795	NA	NA	NA	NA	NA
hsa-miR-3677-5p	1.034097	0.960821	1.373366	NA	NA	NA	0.759803	NA	0.2589	0.759659	NA	0.354183	0.31178	0.355217	0.256209	NA	0.39033	NA	0.337046	NA	0.478321	1.612016	NA	0.431996	NA	NA	NA	0.544137	0.722026	NA	NA	1.047699	0.762488	NA	NA	NA	1.247239	NA	NA	0.157031	0.444872	0.466836	0.534334	0.378003	NA	0.948394	NA	NA	NA	0.2125	0.248718	NA	NA	0.694237	NA	NA	0.738536	NA	NA	NA	0.405798	0.706028	NA	NA	0.257836	NA	1.189042	0.376687	NA	NA	NA	NA	NA	2.011013	0.553037	0.703592	NA	NA	NA	NA	1.776403	0.65362	0.584227	NA	NA	0.178771	NA	NA	NA	NA	NA	NA	0.430227	0.59238	0.809361	NA	NA	NA	0.252043	NA	0.945214	NA	NA
hsa-miR-3682-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3688-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.381244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.247061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.252043	NA	NA	NA	NA
hsa-miR-3691-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3913-3p	NA	NA	NA	NA	NA	0.36482	0.18995	NA	0.2589	NA	NA	NA	NA	NA	0.256209	NA	0.39033	0.600021	NA	NA	NA	NA	0.850881	0.431996	0.930484	NA	NA	NA	0.361013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.157031	NA	0.466836	NA	NA	NA	NA	NA	NA	NA	0.2125	0.248718	NA	NA	NA	NA	NA	0.369268	NA	NA	NA	NA	NA	NA	NA	0.257835	NA	NA	NA	NA	NA	NA	NA	NA	0.301653	NA	1.407184	NA	0.532787	NA	NA	NA	NA	1.168453	NA	NA	0.357542	NA	0.323202	0.291211	NA	NA	0.929715	NA	0.19746	0.20234	NA	NA	NA	0.252043	NA	NA	NA	NA
hsa-miR-3150b-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3922-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31181	NA	NA	0.157031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.548352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.100551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3925-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3940-5p	NA	0.480411	NA	NA	0.699505	NA	0.759803	NA	NA	NA	NA	NA	0.31178	NA	0.256209	NA	0.78066	NA	NA	0.798548	0.23916	1.074678	1.701761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.267167	NA	0.25417	NA	NA	NA	0.473347	0.2125	NA	NA	NA	0.520678	NA	NA	NA	NA	NA	1.645056	0.135266	NA	NA	NA	0.085945	NA	0.198174	NA	0.22897	NA	NA	0.429038	NA	NA	NA	NA	NA	NA	NA	0.675578	NA	0.65362	0.584226	NA	NA	0.178771	NA	NA	0.291211	NA	NA	0.619809	0.860454	0.592379	NA	NA	NA	NA	NA	NA	NA	0.50889	0.282412
hsa-miR-3942-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.247054	NA	NA	0.704451	NA	NA	NA
hsa-miR-3944-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.459206	NA	NA	0.247061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.100551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4423-5p	NA	0.480411	NA	0.496811	1.39901	NA	0.094975	1.041813	0.2589	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.674092	NA	0.23916	0.537339	0.850881	NA	0.465242	NA	NA	NA	NA	NA	0.395386	NA	NA	NA	0.541832	NA	NA	NA	0.421353	0.314062	NA	NA	NA	NA	NA	0.632262	NA	NA	NA	0.425	NA	0.787792	0.624999	NA	NA	NA	0.369268	0.247061	NA	NA	NA	0.176507	NA	NA	0.17189	0.553767	0.198174	NA	NA	NA	NA	0.429038	NA	NA	NA	NA	NA	NA	NA	NA	0.888202	0.65362	NA	NA	NA	0.178771	NA	NA	0.291211	NA	NA	NA	NA	0.19746	NA	0.395909	NA	NA	NA	NA	0.945214	NA	NA
hsa-miR-4446-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.395909	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4474-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.337046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.282412
