	TCGA-E9-A1RD-11A-33R-A156-13	TCGA-BH-A0HK-11A-11R-A090-13	TCGA-BH-A18U-11A-23R-A12C-13	TCGA-BH-A18P-11A-43R-A12C-13	TCGA-BH-A0DV-11A-22R-A12O-13	TCGA-BH-A18L-11A-42R-A12C-13	TCGA-E9-A1N6-11A-32R-A143-13	TCGA-BH-A0BS-11A-11R-A12O-13	TCGA-BH-A18Q-11A-34R-A12C-13	TCGA-E9-A1R7-11A-42R-A14L-13	TCGA-BH-A1FH-11B-42R-A13P-13	TCGA-E2-A1IG-11A-22R-A143-13	TCGA-BH-A18M-11A-33R-A12C-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-BH-A1FJ-11B-42R-A13P-13	TCGA-BH-A0B7-11A-34R-A114-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0B5-11A-23R-A12O-13	TCGA-BH-A1FM-11B-23R-A13P-13	TCGA-E9-A1NF-11A-73R-A14C-13	TCGA-A7-A0DB-11A-33R-A090-13	TCGA-BH-A0BQ-11A-33R-A114-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A1FN-11A-34R-A13P-13	TCGA-E2-A15K-11A-13R-A12O-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-E2-A1L7-11A-33R-A143-13	TCGA-BH-A18R-11A-42R-A12C-13	TCGA-BH-A0BZ-11A-61R-A12O-13	TCGA-BH-A1FC-11A-32R-A13P-13	TCGA-E2-A158-11A-22R-A12C-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0DG-11A-43R-A12O-13	TCGA-BH-A1FE-11B-14R-A13P-13	TCGA-E9-A1RH-11A-34R-A168-13	TCGA-BH-A0C3-11A-23R-A12O-13	TCGA-AC-A2FM-11B-32R-A19V-13	TCGA-GI-A2C9-11A-22R-A21U-13	TCGA-BH-A204-11A-53R-A156-13	TCGA-BH-A203-11A-42R-A168-13	TCGA-GI-A2C8-11A-22R-A16E-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A1FB-11A-33R-A13P-13	TCGA-BH-A1EO-11A-31R-A136-13	TCGA-E9-A1RI-11A-41R-A168-13	TCGA-BH-A0DT-11A-12R-A12C-13	TCGA-A7-A13G-11A-51R-A13P-13	TCGA-BH-A209-11A-42R-A156-13	TCGA-BH-A1EV-11A-24R-A136-13	TCGA-E9-A1NA-11A-33R-A143-13	TCGA-A7-A13E-11A-61R-A12O-13	TCGA-E9-A1RC-11A-33R-A156-13	TCGA-A7-A13F-11A-42R-A12O-13	TCGA-BH-A1F2-11A-32R-A13P-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A1F0-11B-23R-A136-13	TCGA-BH-A0BT-11A-21R-A12O-13	TCGA-E9-A1N5-11A-41R-A14C-13	TCGA-E9-A1N4-11A-33R-A14L-13	TCGA-AC-A23H-11A-12R-A156-13	TCGA-BH-A1EU-11A-23R-A136-13	TCGA-BH-A18J-11A-31R-A12C-13	TCGA-BH-A208-11A-51R-A156-13	TCGA-BH-A1F6-11B-94R-A13P-13	TCGA-E2-A1LS-11A-32R-A156-13	TCGA-E9-A1NG-11A-52R-A14L-13	TCGA-BH-A0HA-11A-31R-A12O-13	TCGA-E2-A1BC-11A-32R-A12O-13	TCGA-E2-A1LB-11A-22R-A143-13	TCGA-E2-A153-11A-31R-A12C-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-E9-A1RB-11A-33R-A156-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A1EN-11A-23R-A13P-13	TCGA-E2-A1LH-11A-22R-A14C-13	TCGA-BH-A1FR-11B-42R-A13P-13	TCGA-BH-A0DD-11A-23R-A12O-13	TCGA-BH-A1F8-11B-21R-A13P-13	TCGA-BH-A0BW-11A-12R-A114-13	TCGA-A7-A0DC-11A-41R-A090-13	TCGA-BH-A1EW-11B-33R-A136-13	TCGA-BH-A18N-11A-43R-A12C-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-E9-A1RF-11A-32R-A156-13	TCGA-BH-A18K-11A-13R-A12C-13	TCGA-BH-A1FU-11A-23R-A14C-13	TCGA-BH-A1FG-11B-12R-A13P-13	TCGA-BH-A0AU-11A-11R-A12O-13	TCGA-BH-A0DO-11A-22R-A12C-13	TCGA-BH-A0AZ-11A-22R-A12O-13	TCGA-BH-A1ET-11B-23R-A136-13	TCGA-E9-A1ND-11A-43R-A143-13	TCGA-AC-A2FB-11A-13R-A17A-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0DL-11A-13R-A114-13	TCGA-E9-A1N9-11A-71R-A14C-13	TCGA-E2-A15M-11A-22R-A12C-13	TCGA-E2-A15I-11A-32R-A136-13	TCGA-BH-A18S-11A-43R-A12C-13	TCGA-A7-A0D9-11A-53R-A090-13	TCGA-BH-A0H5-11A-62R-A114-13
hsa-miR-4515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.541832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.405799	NA	NA	NA	0.085945	0.553767	NA	NA	NA	NA	NA	0.429038	NA	NA	0.553037	NA	NA	NA	NA	NA	0.888202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.395909	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4516	NA	NA	NA	NA	NA	NA	0.094975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.085945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.351587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4517	NA	NA	NA	NA	NA	NA	0.094975	NA	NA	NA	NA	0.354183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.349233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.444101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.287625	NA	0.085945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.292113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4520-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.930484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.369268	0.247061	NA	NA	NA	NA	NA	NA	0.17189	NA	NA	NA	0.45794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.292113	NA	0.431388	NA	NA	NA	NA	0.597857	NA	NA	NA	NA	0.10117	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4521	2.068194	NA	NA	0.993622	0.699505	0.72964	0.3799	NA	1.294501	0.759659	1.578771	1.062549	3.429582	0.355217	0.256209	NA	0.39033	2.400084	1.348184	1.597096	NA	2.149356	0.850881	1.295988	NA	2.937224	1.41204	NA	0.361013	NA	0.790772	1.047699	1.143731	0.345893	0.541832	NA	1.24724	2.313202	4.21353	1.884372	0.444872	1.867345	0.534334	1.512011	1.27085	1.580656	2.114917	0.310305	NA	2.65625	1.243588	0.787792	0.312499	2.776947	0.918412	1.5832	1.477072	0.247061	0.879441	1.645056	0.135266	0.882535	0.287625	NA	0.34378	2.768835	2.179913	0.188343	0.22897	2.36074	1.521482	0.429038	0.307216	3.117072	0.553037	0.703592	1.287021	3.196722	0.555443	2.026734	1.332303	1.30724	1.168452	0.703174	NA	2.86033	0.693406	1.292808	1.164844	0.597857	0.924298	0.309905	0.430227	0.987299	0.91053	0.395909	0.988216	NA	1.008173	2.113356	0.945214	2.03556	0.282412
hsa-miR-1269b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.065651	NA	NA	0.39033	NA	NA	NA	NA	NA	1.701761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.541832	NA	NA	NA	1.264059	0.157031	NA	0.933672	NA	NA	NA	NA	NA	NA	NA	NA	2.487175	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.135266	NA	NA	NA	0.085945	NA	NA	NA	0.22897	NA	NA	NA	NA	2.815418	NA	NA	NA	NA	NA	NA	0.444101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.247054	NA	NA	NA	NA	NA	0.847236
hsa-miR-4522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.256209	NA	NA	NA	0.337046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.933672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3958	NA	NA	NA	0.548352	0.135266	NA	NA	NA	NA	NA	NA	NA	0.22897	NA	NA	0.429038	NA	NA	NA	NA	0.429007	NA	NA	NA	0.444101	NA	NA	0.351587	0.431388	NA	NA	0.323202	NA	NA	0.462149	NA	NA	NA	0.10117	NA	NA	0.531795	NA	NA	NA	NA	0.282412
hsa-miR-4523	NA	NA	0.686683	NA	NA	0.36482	NA	NA	NA	0.506439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.247061	NA	NA	NA	NA	0.287625	1.138418	0.085945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4524a-5p	NA	0.480411	0.686683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.355217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.157031	NA	NA	NA	NA	0.25417	0.316131	0.302131	NA	NA	0.10625	0.497436	0.393896	NA	0.347119	0.459206	NA	NA	NA	NA	NA	NA	NA	0.287625	NA	0.085945	NA	0.198174	0.376686	NA	NA	NA	NA	NA	0.201101	NA	NA	NA	NA	NA	0.675578	NA	NA	0.292113	NA	NA	0.178771	NA	NA	NA	NA	NA	0.619809	1.290682	NA	NA	NA	0.247054	NA	0.252043	NA	NA	NA	NA
hsa-miR-4524a-3p	NA	0.960822	NA	0.496811	NA	NA	0.094975	NA	0.2589	0.25322	NA	NA	1.558902	NA	0.256209	NA	0.39033	0.600021	0.674092	NA	NA	NA	NA	0.431996	NA	NA	1.41204	NA	NA	NA	1.186159	1.396931	0.381244	0.345893	NA	0.586902	NA	0.385534	0.421353	0.785156	0.444872	NA	0.8015	NA	1.01668	NA	0.302131	0.310305	NA	1.381251	0.497435	NA	0.624998	0.694237	0.459206	NA	0.738536	0.247061	NA	NA	0.405799	0.353014	0.287625	NA	0.859453	NA	0.792695	0.376686	1.14485	1.888592	0.760741	NA	NA	0.502754	NA	NA	0.429007	NA	2.221772	0.675578	NA	NA	0.292113	0.703174	NA	0.536312	NA	0.323202	1.456055	1.195714	0.924298	NA	0.860455	0.394919	0.50585	1.187728	0.247054	NA	0.252043	0.352226	0.472607	NA	0.564824
hsa-miR-4525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4526	NA	NA	NA	NA	NA	NA	NA	NA	0.2589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4528	NA	NA	NA	NA	NA	NA	0.094975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4529-3p	NA	NA	NA	NA	NA	0.36482	NA	NA	0.2589	NA	NA	NA	0.31178	0.355217	NA	NA	NA	0.600021	NA	0.798548	0.71748	NA	NA	NA	NA	0.734306	0.70602	NA	NA	1.119348	NA	0.698466	NA	NA	1.083664	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25417	NA	0.302131	NA	0.473347	0.10625	0.497435	NA	NA	0.347119	NA	0.7916	NA	0.988243	0.293147	NA	0.270532	0.176507	0.287625	NA	NA	NA	NA	NA	0.45794	NA	0.760741	0.429038	NA	0.100551	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.351587	NA	0.357541	NA	0.323202	0.291211	0.597857	NA	NA	NA	0.19746	0.910531	NA	NA	0.531795	NA	NA	NA	NA	NA
hsa-miR-4530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.307216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4533	NA	NA	NA	NA	NA	NA	0.094975	0.347271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.157031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.096704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.307216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.323202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-378i	NA	NA	NA	0.496811	NA	NA	NA	NA	0.2589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23916	NA	NA	0.431996	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.345893	NA	NA	NA	NA	NA	NA	0.222436	NA	1.335834	NA	NA	NA	NA	NA	NA	0.10625	NA	NA	0.312499	0.173559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.396347	0.188343	NA	NA	NA	NA	NA	0.201102	NA	NA	NA	NA	NA	NA	NA	0.65362	NA	NA	NA	0.178771	NA	0.323202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-548am-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4536-5p	NA	NA	NA	NA	NA	NA	0.18995	NA	NA	0.25322	NA	NA	0.31178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.134009	NA	NA	NA	0.310305	0.473347	NA	NA	NA	NA	NA	NA	0.3958	NA	NA	NA	NA	NA	NA	NA	NA	0.171891	NA	NA	NA	0.22897	NA	NA	0.429038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.292113	NA	NA	NA	NA	0.323202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-548an	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3117-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3120-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.302131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3121-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3124-3p	NA	NA	NA	NA	NA	NA	0.094975	NA	0.2589	0.25322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.316131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.247061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22897	NA	NA	NA	NA	0.100551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.309905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3127-3p	NA	NA	NA	NA	NA	NA	0.189951	NA	NA	NA	NA	NA	0.623561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.431996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.421353	0.314062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.173559	NA	NA	NA	NA	NA	NA	NA	0.176507	NA	NA	NA	NA	NA	0.188343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.292113	NA	NA	NA	NA	NA	NA	NA	NA	0.309905	NA	0.592379	NA	NA	NA	NA	NA	NA	NA	NA	0.282412
hsa-miR-3129-3p	0.689398	0.480411	0.686683	NA	NA	0.72964	0.474876	0.694542	0.5178	2.025757	NA	0.354183	0.62356	1.420868	NA	2.553615	0.39033	NA	3.370456	NA	1.674122	1.612016	1.701762	NA	2.32621	0.734306	NA	NA	NA	0.559674	1.186159	0.349233	0.381244	0.345893	NA	0.880354	0.935429	0.771068	1.264059	0.157031	1.112179	0.933672	0.534334	NA	1.01668	0.316131	0.906393	0.310305	0.473347	NA	0.746154	0.787792	1.562497	2.082712	0.918412	NA	0.369268	0.494121	NA	2.193408	0.135266	0.176507	1.150499	NA	0.17189	0.553767	NA	3.013492	0.91588	0.472148	NA	NA	NA	0.502754	2.212148	1.407184	NA	NA	1.110885	0.675578	NA	NA	0.584226	1.054761	0.862776	1.251394	0.693406	0.969606	0.873633	NA	0.462149	1.239619	0.430227	1.777138	0.91053	0.395909	0.741161	0.531795	0.252043	1.761129	0.472607	1.52667	0.564824
